"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUEL"
5169,"H",7,600,3,48,1000000,1001264,96,2,1,3,1,0,1,2,1,0,2,2,0,0,0,120,0,2,2,3,2,3,0,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,3000,1,2000,4,6,1,0,1,14400,4,0,1,0,0,1,2,14400,9,0,4,4,4,1,1,1,7,0,2,0,62695.5
5215,"H",7,4624,3,48,1000000,1001264,151,4,1,1,1,0,1,4,2,2,2,2,0,2,1,190,2,2,2,60,1,1,1200,1,0,2,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,195000,2,2000,15,1,0,0,0,132000,2,0,0,0,0,3,1,132000,9,0,2,2,2,1,1,1,3,1,4,0,30980.74
5244,"H",7,6301,3,48,1000000,1001264,151,2,1,3,1,0,1,4,2,0,2,2,0,0,0,400,0,2,2,3,2,3,1000,2,0,0,1,820,1,1,0,1,7,0,0,1,9,0,1,0,1,1,1,1,0,75000,1,1200,4,8,1,0,1,20200,4,0,0,0,0,2,3,20200,9,0,4,4,4,1,1,1,7,0,2,0,44307.081
5314,"H",7,3802,3,48,1000000,1001264,33,2,1,1,1,0,1,3,2,1,2,2,0,2,2,40,1,1,2,20,1,3,560,1,0,1,1,730,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,95000,2,670,3,8,0,0,0,31000,4,0,0,0,0,1,3,31000,9,0,4,4,4,1,1,1,4,0,2,0,56095.732
5350,"H",7,3100,3,48,1000000,1001264,208,1,1,3,1,0,1,2,2,0,2,2,0,0,0,120,0,2,2,20,2,3,900,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,120000,2,800,3,0,0,0,0,0,0,0,0,0,0,2,6,22000,9,0,4,4,4,1,2,1,5,0,0,0,59176.204
5358,"H",7,6603,3,48,1000000,1001264,71,2,1,1,0,0,1,2,6,1,0,2,0,2,2,90,1,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,10,2,1500,1,9,2,1,0,1,1,3,1,0,0,2,70,8,2,0,0,0,150000,4,0,0,1596,13,2,1,150000,9,0,4,4,4,1,1,1,1,0,2,0,61539.754
5362,"H",7,4803,3,48,1000000,1001264,102,1,1,3,0,0,1,1,9,0,0,2,0,0,0,40,0,1,2,3,2,3,0,2,0,0,0,0,0,0,0,1,3,2,180,1,9,0,1,0,1,1,3,1,0,0,1,1,7,0,0,0,0,0,0,0,0,220,27,1,4,9901,9,0,4,4,4,1,1,1,5,0,0,0,29846.972
5366,"H",7,4615,3,48,1000000,1001264,81,1,1,1,1,0,1,3,2,2,2,2,0,2,2,120,2,2,2,20,2,1,3000,1,0,1,2,810,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,3e+05,1,20,4,0,0,0,0,0,0,0,0,0,0,1,4,320,9,0,4,4,4,1,1,1,7,0,0,0,15095.146
5445,"H",7,2309,3,48,1000000,1001264,46,3,1,1,1,0,1,3,2,2,2,2,0,2,2,100,1,2,2,40,1,3,0,1,0,2,1,800,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,1e+05,2,950,3,2,1,0,1,138200,2,0,0,0,0,1,1,138200,9,0,2,2,2,1,1,1,5,1,3,0,32485.549
5446,"H",7,2303,3,48,1000000,1001264,82,4,1,1,1,0,1,2,3,1,2,2,0,2,1,250,2,1,1000,3,1,3,1100,1,0,2,1,690,1,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,70000,3,1200,6,1,0,0,0,26000,1,0,0,0,0,1,1,26000,9,0,1,1,1,1,1,1,3,2,4,0,45754
5477,"H",7,2515,3,48,1000000,1001264,81,2,1,1,1,0,1,3,2,2,2,2,0,2,2,160,1,2,2,3,2,3,0,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,1,800,7,4,0,0,0,31800,4,0,0,0,0,1,1,31800,9,0,4,4,4,1,1,1,5,0,2,0,37867.865
5547,"H",7,2510,3,48,1000000,1001264,113,3,1,1,1,0,1,3,2,2,2,2,0,2,2,260,2,2,2,3,1,3,250,1,0,1,1,1300,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,120000,3,100,6,1,0,0,0,115600,2,0,0,0,0,2,1,115600,9,0,2,2,2,1,1,1,4,1,3,0,92524.233
5553,"H",7,501,3,48,1000000,1001264,97,1,1,1,1,0,1,3,2,1,2,2,0,2,1,80,2,2,2,30,1,1,1500,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,85000,1,800,5,0,0,0,0,0,0,0,0,0,0,1,6,35340,9,0,4,4,4,1,1,1,6,0,0,0,30053.632
5648,"H",7,5909,3,48,1000000,1001264,64,3,1,1,2,1,1,3,2,1,2,2,0,2,1,160,2,2,2,20,1,3,150,1,0,2,1,1200,2,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,138000,2,600,7,5,0,0,0,80000,1,0,1,0,0,1,2,100000,9,0,1,1,1,1,1,1,1,1,2,0,9667.802
5849,"H",7,4400,3,48,1000000,1001264,344,3,1,1,2,1,1,4,2,1,2,2,0,2,1,300,2,2,2,3,1,3,1200,1,0,2,1,1100,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,125000,4,180,4,1,1,0,1,144000,4,0,1,0,0,1,1,144000,9,0,4,4,4,1,1,1,5,0,3,0,32301.404
5862,"H",7,4637,3,48,1000000,1001264,192,1,1,1,0,0,1,1,6,1,0,2,0,2,2,100,2,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,3,2,580,1,9,2,1,0,1,1,3,1,0,0,1,360,5,0,0,0,1,0,0,0,0,710,10,1,4,85000,9,0,4,4,4,1,1,1,4,0,0,0,21117
5959,"H",7,600,3,48,1000000,1001264,13,2,1,1,2,1,1,3,2,1,2,2,0,2,2,190,2,2,2,100,1,2,1000,1,0,2,0,0,0,3,1,1,8,0,0,1,9,2,1,0,1,1,2,1,0,125000,3,600,5,0,0,0,1,0,0,0,0,0,0,1,5,131100,9,0,4,4,4,1,1,1,5,0,0,0,53157
5974,"H",7,1800,3,48,1000000,1001264,31,1,1,1,0,0,1,1,10,1,0,2,0,2,2,100,2,2,2,3,1,3,0,1,0,2,0,0,0,3,2,1,3,0,0,1,9,1,1,0,1,1,2,1,0,30000,2,20,6,0,0,0,1,0,0,0,0,0,0,1,6,30000,9,0,4,4,4,1,1,1,3,0,0,0,48424.551
5998,"H",7,2400,3,48,1000000,1001264,20,3,1,1,1,0,1,4,1,2,2,2,0,2,2,230,2,2,2,3,1,3,700,1,400,2,1,680,1,1,2,1,6,0,0,1,9,1,1,0,1,1,1,1,0,45000,0,2,9,2,1,0,1,49100,2,0,1,0,0,1,1,49100,9,0,2,2,2,1,1,1,1,1,3,0,11320.011
6117,"H",7,5100,3,48,1000000,1001264,126,2,1,1,0,0,1,2,6,1,0,2,0,2,2,150,1,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,4,2,940,1,9,2,1,0,1,1,3,1,0,0,2,600,9,2,0,0,0,123000,4,0,0,1140,11,1,1,123000,9,0,4,4,4,1,1,1,1,0,2,0,15835
6218,"H",7,5700,3,48,1000000,1001264,38,4,1,1,2,1,1,4,2,1,2,2,0,2,1,70,2,2,2,3,1,3,2500,1,0,1,1,2300,1,1,2,1,8,0,0,1,9,1,1,0,1,1,1,1,0,3e+05,3,1500,5,1,1,0,1,120580,2,0,0,0,0,1,1,120580,9,0,2,2,2,1,1,1,4,2,4,0,54504
6272,"H",7,2600,3,48,1000000,1001264,14,2,1,1,3,6,1,1,3,2,2,2,0,2,1,430,2,2,2,3,1,3,2400,1,0,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,4e+05,3,2200,8,4,0,0,0,108300,4,0,0,0,0,1,1,108300,9,0,4,4,4,1,1,1,1,0,2,0,86863.786
6281,"H",7,6200,3,48,1000000,1001264,93,1,1,3,1,0,1,2,2,0,1,2,0,0,0,70,0,1,2,40,2,3,0,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,2,2,1,0,55000,1,20,4,0,0,0,0,0,0,0,0,0,0,2,6,7800,9,0,4,4,4,1,2,1,7,0,0,0,45130.624
6286,"H",7,502,3,48,1000000,1001264,162,2,1,1,3,1,1,2,2,2,2,2,0,2,1,300,2,2,3000,150,2,2,1700,1,0,1,2,940,2,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,311000,2,1200,7,4,0,0,0,4100,4,0,1,0,0,1,1,4100,9,0,4,4,4,1,1,1,5,0,2,0,70554.915
6319,"H",7,2400,3,48,1000000,1001264,37,3,1,1,3,2,1,4,2,1,2,2,0,2,1,300,2,2,2,70,1,2,1200,2,0,2,0,0,0,3,2,1,6,0,0,1,9,1,1,0,1,1,2,1,0,850000,2,800,8,4,0,0,0,96400,4,0,0,0,0,1,1,96400,9,0,4,4,4,1,1,1,5,0,3,0,21426.946
6418,"H",7,4617,3,48,1000000,1001264,124,2,1,1,1,0,1,3,2,1,2,2,0,2,2,180,2,2,2,3,1,3,0,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,80000,2,480,5,0,0,0,1,0,0,0,0,0,0,1,7,36600,9,0,4,4,4,1,1,1,7,0,0,0,36299.05
6451,"H",7,5309,3,48,1000000,1001264,97,2,1,1,1,0,1,3,1,2,2,2,0,2,2,130,2,2,2,3,1,3,1100,1,0,1,0,0,0,3,2,1,11,0,0,1,9,2,1,0,1,1,2,1,0,60000,2,50,6,4,0,0,0,32000,4,0,0,0,0,2,1,32000,9,0,4,4,4,1,1,1,7,0,2,0,215695.741
6473,"H",7,3400,3,48,1000000,1001264,58,1,1,3,3,1,1,3,1,0,2,2,0,0,0,140,0,2,2,3,2,3,1200,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,85000,1,1000,8,0,0,0,0,0,0,0,1,0,0,1,4,24000,9,0,4,4,4,1,1,1,5,0,0,0,33400.845
6515,"H",7,6805,3,48,1000000,1001264,79,2,1,1,1,0,1,3,2,1,2,2,0,2,2,190,2,2,2,3,1,3,0,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,175000,2,1200,5,8,0,0,0,71810,4,0,0,0,0,1,3,71810,9,0,4,4,4,1,1,1,6,0,2,0,66404.946
6538,"H",7,5911,3,48,1000000,1001264,105,3,1,1,1,0,1,1,3,1,2,2,0,2,2,130,2,1,2,130,1,1,0,2,0,1,0,0,0,0,2,1,2,2,700,1,9,2,1,0,1,1,3,1,0,0,2,2,6,2,1,0,1,20000,1,0,0,960,58,1,1,20000,9,0,1,1,1,1,1,1,1,1,3,0,47734.626
6566,"H",7,5306,3,48,1000000,1001264,101,1,1,1,0,0,1,1,8,2,0,2,0,2,2,40,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,3,2,700,1,9,2,1,0,1,1,3,1,0,0,1,300,5,0,0,0,0,0,0,0,0,765,37,3,6,25000,9,0,4,4,4,1,1,1,1,0,0,0,40530
6733,"H",7,5000,3,48,1000000,1001264,262,1,1,1,0,0,1,0,9,1,0,2,0,2,2,140,2,1,2,3,1,3,0,2,0,2,0,0,0,0,2,1,1,2,220,1,9,2,1,0,1,1,3,1,0,0,0,2,11,0,0,0,0,0,0,0,0,360,42,2,6,10200,9,0,4,4,4,1,1,1,4,0,0,0,45674.375
6740,"H",7,2200,3,48,1000000,1001264,18,1,1,3,2,1,1,2,2,0,2,2,0,0,0,230,0,2,2,3,1,3,1700,2,0,0,2,450,2,1,0,1,6,0,0,1,9,0,1,0,1,1,1,1,0,350000,2,2,6,0,0,0,0,0,0,0,1,0,0,1,4,35000,9,0,4,4,4,1,1,1,6,0,0,0,23148.694
6801,"H",7,5203,3,48,1000000,1001264,35,3,1,1,1,0,1,3,2,1,2,2,0,2,2,100,2,2,2,20,1,1,800,1,0,1,1,1900,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,290000,2,1000,8,1,0,0,0,185000,1,0,0,0,0,1,1,185000,9,0,1,1,1,1,1,1,2,1,3,0,44418.398
6802,"H",7,3400,3,48,1000000,1001264,21,1,1,1,1,0,1,3,2,1,2,2,0,1,2,130,2,2,2,3,2,3,800,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,5e+05,2,1000,6,0,0,0,1,0,0,0,1,0,0,3,4,127800,9,0,4,4,4,1,2,1,5,0,0,0,30862.042
6816,"H",7,5905,3,48,1000000,1001264,44,1,1,3,1,0,1,3,2,0,2,2,0,0,0,80,0,2,2,3,2,3,330,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,43900,0,450,1,0,0,0,0,0,0,0,0,0,0,2,6,8900,9,0,4,4,4,1,1,1,7,0,0,0,68957.136
6822,"H",7,3602,3,48,1000000,1001264,106,3,1,1,1,0,1,2,2,1,2,2,0,2,2,210,2,2,2,3,1,3,0,1,0,2,0,0,0,3,2,1,4,0,0,1,9,1,1,0,1,1,2,1,0,80000,2,480,6,7,0,0,0,0,2,0,0,0,0,1,3,0,9,0,2,2,2,1,1,1,5,2,3,0,42254.082
6852,"H",7,5906,3,48,1000000,1001264,62,5,1,1,1,0,1,3,2,2,2,2,0,2,1,200,2,2,2,2,1,1,0,1,0,1,0,0,0,0,2,1,6,2,900,1,9,2,1,0,1,1,3,1,0,0,2,80,2,1,0,0,0,55750,2,0,0,1107,24,2,1,55750,9,0,2,2,2,1,1,1,1,1,5,0,70809.158
6942,"H",7,3700,3,48,1000000,1001264,22,3,1,3,1,0,1,3,1,0,2,2,0,0,0,250,0,2,2,3,2,3,0,2,0,0,0,0,0,0,0,1,7,2,250,1,9,0,1,0,1,1,3,1,0,0,3,1100,7,2,0,0,0,68000,4,0,0,592,10,2,1,68000,9,0,4,4,4,1,2,1,4,0,3,0,38788.697
6998,"H",7,3801,3,48,1000000,1001264,133,6,1,1,1,0,1,3,2,2,2,2,0,2,2,210,2,2,2,3,1,3,1100,1,0,1,2,330,2,1,2,1,5,0,0,1,9,2,1,50,1,1,1,1,0,70000,2,70,8,1,0,0,0,73800,1,0,0,0,0,1,1,73800,9,1,1,1,1,1,1,2,5,1,6,0,44410
7035,"H",7,4631,3,48,1000000,1001264,116,4,1,1,1,0,1,4,2,2,2,2,0,2,2,80,2,2,2,80,1,1,1700,1,0,1,1,1400,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,185000,2,180,11,2,0,0,0,120000,2,0,0,0,0,5,1,120000,9,0,2,2,2,1,1,1,4,2,4,0,72612.67
7105,"H",7,502,3,48,1000000,1001264,165,4,1,1,1,0,1,3,2,2,2,1,0,2,2,220,2,2,200,130,1,1,2000,1,0,1,1,1000,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,124000,2,1000,6,3,0,0,0,95600,2,0,0,0,0,2,1,95600,9,1,2,4,2,1,1,1,5,0,4,1,49736.925
7130,"H",7,3303,3,48,1000000,1001264,9,3,1,1,1,0,1,5,2,1,2,2,0,2,1,60,2,1,2,30,1,1,0,1,0,1,0,0,0,0,2,1,9,2,700,1,9,1,1,0,1,1,3,1,0,0,2,650,4,7,0,0,1,7000,1,0,0,844,68,2,3,15000,9,0,1,1,1,1,1,1,1,1,2,0,2531
7195,"H",7,502,3,48,1000000,1001264,32,1,1,1,1,0,1,3,2,2,2,2,0,2,2,130,1,2,2,40,1,1,0,1,0,2,0,0,0,0,2,1,5,2,1300,1,9,2,1,0,1,1,3,1,0,0,2,120,4,0,0,0,0,0,0,0,0,1480,0,1,4,-600,9,0,4,4,4,1,1,1,4,0,0,0,15757
7239,"H",7,2315,3,48,1000000,1001264,56,1,1,2,0,0,1,1,8,0,0,2,0,0,0,1,0,1,1,1,2,3,0,2,0,0,0,0,0,0,0,1,3,2,250,1,9,0,1,0,1,1,3,1,0,0,0,1,13,0,0,0,1,0,0,0,0,250,29,1,4,10500,9,0,4,4,4,1,1,1,4,0,0,0,64604.354
7250,"H",7,600,3,48,1000000,1001264,19,3,1,1,1,0,1,2,1,1,2,2,0,2,2,130,2,2,2,70,1,1,0,1,200,1,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,20000,2,70,5,2,0,0,0,73100,4,0,0,0,0,1,1,73100,9,0,4,4,4,1,1,1,5,0,3,0,70307.371
7277,"H",7,3305,3,48,1000000,1001264,34,2,1,1,1,0,1,3,2,2,2,2,0,2,2,190,2,2,2,20,1,1,0,1,0,2,0,0,0,0,2,1,7,2,850,1,9,1,1,0,1,1,3,1,0,0,2,720,4,0,0,0,0,0,0,0,0,1120,16,1,7,85290,9,0,4,4,4,1,1,1,2,0,0,0,51017.802
7434,"H",7,4629,3,48,1000000,1001264,107,2,1,1,1,0,1,4,2,1,2,2,0,2,1,110,2,2,120,40,1,1,1500,1,0,2,0,0,0,3,2,1,9,0,0,1,9,1,1,0,1,1,2,1,0,250000,2,720,8,1,0,0,0,66000,4,0,0,0,0,4,1,66000,9,0,4,4,4,1,1,1,5,0,2,0,63141.798
7457,"H",7,400,3,48,1000000,1001264,28,5,1,1,1,0,1,3,2,1,2,2,0,2,1,200,2,2,2,2,1,3,1100,1,0,2,1,580,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,60000,2,1200,3,2,0,0,0,51000,1,0,0,0,0,1,1,51000,9,0,1,1,1,1,1,1,2,3,5,0,128063.198
7458,"H",7,4905,3,48,1000000,1001264,115,4,1,1,1,0,1,3,2,1,2,2,0,2,2,90,2,2,2,30,1,3,500,1,0,2,1,2200,1,1,2,1,9,0,0,1,9,1,1,0,1,1,1,1,0,3e+05,3,1400,17,1,0,0,0,210000,1,0,0,0,0,1,1,210000,9,0,1,1,1,1,1,1,2,1,4,0,20893
7481,"H",7,2005,3,48,1000000,1001264,92,2,1,1,0,0,1,2,6,2,0,2,0,2,2,160,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,4,2,500,1,9,2,1,0,1,1,3,1,0,0,0,360,6,0,0,0,0,0,0,0,0,690,101,1,5,6100,9,0,4,4,4,1,1,1,3,0,0,0,27173.053
7483,"H",7,1502,3,48,1000000,1001264,72,2,1,1,1,0,1,3,2,1,2,2,0,2,2,250,2,2,2,60,1,1,700,1,0,1,2,650,2,1,2,1,6,0,0,1,9,2,1,650,1,1,1,1,0,50000,3,40,4,1,1,0,1,43780,4,0,1,0,0,1,1,43780,9,0,4,4,4,1,1,1,6,0,2,0,69894.696
7601,"H",7,400,3,48,1000000,1001264,131,2,1,1,1,0,1,3,2,2,2,2,0,2,1,180,2,2,2,3,1,8,0,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,50000,3,2,3,4,1,0,1,34200,4,0,1,0,0,1,1,34200,9,0,4,4,4,1,1,1,7,0,2,0,35639
7622,"H",7,5500,3,48,1000000,1001264,30,2,1,3,1,0,1,2,2,0,2,2,0,0,0,140,0,1,2,3,2,3,0,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,65000,0,1300,2,8,0,0,0,18400,4,0,0,0,0,2,3,18400,9,0,4,4,4,1,1,1,7,0,2,0,23807.271
7640,"H",7,200,3,48,1000000,1001264,106,2,1,1,1,0,1,2,2,1,2,2,0,2,2,150,2,2,2,50,1,1,1000,1,0,1,1,620,1,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,80000,1,600,3,1,0,0,0,59000,4,0,0,0,0,1,1,59000,9,0,4,4,4,1,1,1,3,0,2,0,62366.02
7651,"H",7,2001,3,48,1000000,1001264,143,1,1,1,0,0,1,1,7,2,0,2,0,2,2,10,1,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,2,2,670,1,9,2,1,0,1,1,3,1,0,0,2,220,6,0,0,0,0,0,0,0,0,698,22,1,4,37900,9,0,4,4,4,1,1,1,5,0,0,0,47170.9
7664,"H",7,5305,3,48,1000000,1001264,37,2,1,1,1,0,1,4,2,2,2,2,0,2,2,170,1,2,2,3,1,3,2000,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,450000,2,2200,5,4,0,0,0,173430,4,0,0,0,0,1,1,173430,9,0,4,4,4,1,1,1,6,0,2,0,90027.587
7697,"H",7,5908,3,48,1000000,1001264,50,2,1,3,1,0,1,3,2,0,2,2,0,0,0,100,0,2,2,2,1,3,1300,1,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,130000,1,50,7,8,1,0,1,78000,4,0,0,0,0,2,3,78000,9,0,4,4,4,1,1,1,1,0,2,0,59678.556
7720,"H",7,3200,3,48,1000000,1001264,76,2,1,1,1,0,1,1,2,1,2,2,0,2,2,100,2,2,2,20,1,1,1500,1,0,2,0,0,0,3,2,1,3,0,0,1,9,2,1,0,1,1,2,1,0,140000,2,800,4,3,1,0,1,67400,4,0,1,0,0,1,1,67400,9,0,4,4,4,1,1,1,3,0,2,0,57854.312
7851,"H",7,4302,3,48,1000000,1001264,60,4,1,1,1,0,1,3,2,1,2,2,0,2,2,170,2,2,2,60,1,1,1200,1,0,1,2,320,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,160000,3,780,6,1,0,0,0,145000,2,0,0,0,0,1,1,145000,9,0,2,2,2,1,1,1,6,2,4,0,36094
7867,"H",7,700,3,48,1000000,1001264,59,4,1,1,0,0,1,2,5,1,0,2,0,2,2,190,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,5,2,750,1,9,2,1,0,1,1,3,1,0,0,2,500,4,1,1,0,1,79000,2,0,0,982,15,1,1,79000,9,0,2,2,2,1,1,1,4,2,4,0,67674.461
7904,"H",7,3501,3,48,1000000,1001264,42,2,1,1,1,0,1,4,2,2,2,2,0,2,2,200,2,2,2,3,1,3,700,1,0,1,1,1600,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,260000,3,1400,16,1,1,0,1,132700,4,0,0,0,0,2,1,132700,9,0,4,4,4,1,1,1,1,0,2,0,74868.546
7908,"H",7,3200,3,48,1000000,1001264,41,1,1,1,3,1,1,0,1,1,2,2,0,2,2,90,2,1,2,20,1,3,0,1,310,1,0,0,0,3,2,1,1,0,0,1,9,2,1,0,1,1,2,1,0,25000,1,2,5,0,0,0,0,0,0,0,1,0,0,1,4,9500,9,0,4,4,4,1,1,1,6,0,0,0,71143.56
7944,"H",7,3700,3,48,1000000,1001264,42,2,1,3,3,5,1,3,2,0,2,2,0,0,0,300,0,2,2,3,2,3,700,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,120000,2,540,5,4,1,0,1,28900,4,0,0,0,0,1,1,28900,9,0,4,4,4,1,1,1,7,0,2,0,30734.055
7989,"H",7,1906,3,48,1000000,1001264,77,2,1,1,1,0,1,3,2,2,2,2,0,2,1,120,2,2,2,30,1,1,1000,1,0,2,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,160000,3,90,4,1,0,0,0,117000,4,0,0,0,0,1,1,117000,9,0,4,4,4,1,1,1,6,0,2,0,79422.071
8040,"H",7,3601,3,48,1000000,1001264,77,3,1,1,3,4,1,3,2,1,2,2,0,2,2,110,2,2,2,3,1,3,210,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,5e+05,3,100,8,4,1,0,1,334000,4,0,1,0,0,1,1,334000,9,0,4,4,4,1,1,1,5,0,3,0,70130.297
8047,"H",7,5305,3,48,1000000,1001264,149,1,1,3,0,0,1,1,7,0,0,2,0,0,0,100,0,2,2,3,1,3,0,1,0,0,0,0,0,0,0,1,3,2,1300,1,9,0,1,0,1,1,3,1,0,0,1,150,7,0,0,1,1,0,0,0,0,1413,57,1,4,30000,9,0,4,4,4,1,1,1,3,0,0,0,2180.268
8112,"H",7,3802,3,48,1000000,1001264,32,2,1,3,1,0,1,2,2,0,2,2,0,0,0,250,0,1,2,50,2,1,0,2,0,0,0,0,0,0,0,1,5,2,590,1,9,0,1,0,1,1,3,1,0,0,1,1,2,0,0,0,1,0,0,0,0,890,14,1,5,74800,9,0,4,4,4,1,1,1,3,0,0,0,46786.991
8125,"H",7,5100,3,48,1000000,1001264,63,1,1,1,2,1,1,2,2,1,2,2,0,2,2,250,2,2,2,3,1,3,0,1,0,2,0,0,0,0,1,1,5,2,660,1,9,2,1,0,1,1,3,1,0,0,1,360,1,0,0,0,0,0,0,0,0,940,66,1,6,17000,9,0,4,4,4,1,1,1,4,0,0,0,47316
8154,"H",7,2303,3,48,1000000,1001264,81,2,1,1,0,0,1,2,6,2,0,2,0,2,2,20,2,2,2,2,1,3,0,1,0,1,0,0,0,0,2,1,5,2,740,1,9,2,1,0,1,1,3,1,0,0,2,10,6,0,0,0,0,0,0,0,0,761,7,1,7,125000,9,0,4,4,4,1,1,1,1,0,0,0,23203.358
8266,"H",7,6500,3,48,1000000,1001264,60,4,1,1,1,0,1,3,2,1,2,2,0,2,1,120,2,2,2,80,1,1,130,1,0,2,1,790,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,95000,2,80,3,1,1,0,1,56000,2,0,0,0,0,1,1,56000,9,0,2,2,2,1,1,1,1,2,4,0,69183.473
8410,"H",7,700,3,48,1000000,1001264,118,2,1,2,3,5,1,2,2,0,1,2,0,0,0,100,0,2,2,240,1,2,0,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,145000,1,2,4,2,1,0,1,156000,4,0,1,0,0,1,1,156000,9,0,4,4,4,1,1,1,4,0,2,0,34682.729
8458,"H",7,2313,3,48,1000000,1001264,111,1,1,1,0,0,1,1,9,2,0,2,0,2,2,2,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,3,2,730,1,9,2,1,0,1,1,3,1,0,0,1,2,7,0,0,1,1,0,0,0,0,730,29,1,6,30000,9,0,4,4,4,1,1,1,1,0,0,0,31195
8484,"H",7,4601,3,48,1000000,1001264,60,6,1,1,1,0,1,4,3,1,2,1,0,2,1,200,2,2,2,70,1,1,2500,1,0,2,2,750,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,375000,5,720,1,1,1,0,1,133000,2,0,0,0,0,2,1,133000,9,1,1,4,1,1,1,2,7,0,6,0,106486.064
8602,"H",7,1300,3,48,1000000,1001264,58,2,1,3,2,1,1,2,2,0,2,2,0,0,0,140,0,1,2,3,2,3,0,2,0,0,0,0,0,0,0,1,5,0,0,1,9,0,1,0,1,1,4,1,0,0,0,600,5,0,0,0,0,0,0,0,0,0,0,1,7,0,9,0,4,4,4,1,1,1,4,0,0,0,45919.186
